code_station,date,debit
O6140010,2020-10-14 23:45:00,357.46
O7094010,2020-10-14 23:45:00,3.019
O6140010,2020-10-14 23:30:00,361.282
O7094010,2020-10-14 23:30:00,3.019
O6140010,2020-10-14 23:15:00,363.634
O7094010,2020-10-14 23:15:00,2.936
COUTET,2020-10-14 23:00:00,95.8
O7145220,2020-10-14 23:00:00,1.33
O7041510,2020-10-14 23:00:00,2.88
O7101510,2020-10-14 23:00:00,6.55
O7074020,2020-10-14 23:00:00,1.18
ENTEDF,2020-10-14 23:00:00,25.5
CAHEDF,2020-10-14 23:00:00,54.2
GOUL,2020-10-14 23:00:00,4.46
O7161510_E,2020-10-14 23:00:00,13.8
NAT_O77015,2020-10-14 23:00:00,72.3835
O7054010,2020-10-14 23:00:00,0.6
O6140010,2020-10-14 23:00:00,363.634
O7094010,2020-10-14 23:00:00,2.936
O6140010,2020-10-14 22:45:00,364.81
O7094010,2020-10-14 22:45:00,2.936
O6140010,2020-10-14 22:30:00,365.104
O7094010,2020-10-14 22:30:00,2.936
O6140010,2020-10-14 22:15:00,365.104
O7094010,2020-10-14 22:15:00,2.936
COUTET,2020-10-14 22:00:00,94.8
O7145220,2020-10-14 22:00:00,1.32
O7041510,2020-10-14 22:00:00,2.89
O7101510,2020-10-14 22:00:00,6.55
O7074020,2020-10-14 22:00:00,1.14
ENTEDF,2020-10-14 22:00:00,42
CAHEDF,2020-10-14 22:00:00,54.2
GOUL,2020-10-14 22:00:00,4.51
O7161510_E,2020-10-14 22:00:00,19
NAT_O77015,2020-10-14 22:00:00,71.6283
O7054010,2020-10-14 22:00:00,0.58
O6140010,2020-10-14 22:00:00,365.104
O7094010,2020-10-14 22:00:00,2.936
O6140010,2020-10-14 21:45:00,365.986
O7094010,2020-10-14 21:45:00,2.895
O6140010,2020-10-14 21:30:00,365.104
O7094010,2020-10-14 21:30:00,2.854
O6140010,2020-10-14 21:15:00,365.986
O7094010,2020-10-14 21:15:00,2.84
COUTET,2020-10-14 21:00:00,91.4
O7145220,2020-10-14 21:00:00,1.32
O7041510,2020-10-14 21:00:00,2.91
O7101510,2020-10-14 21:00:00,6.58
O7054010,2020-10-14 21:00:00,0.57
O7074020,2020-10-14 21:00:00,1.11
ENTEDF,2020-10-14 21:00:00,53
CAHEDF,2020-10-14 21:00:00,60.5
O7161510_E,2020-10-14 21:00:00,25.2
NAT_O77015,2020-10-14 21:00:00,70.8358
GOUL,2020-10-14 21:00:00,4.46
O6140010,2020-10-14 21:00:00,365.104
O7094010,2020-10-14 21:00:00,2.84
O6140010,2020-10-14 20:45:00,366.574
O7094010,2020-10-14 20:45:00,2.827
O6140010,2020-10-14 20:30:00,366.28
O7094010,2020-10-14 20:30:00,2.827
O6140010,2020-10-14 20:15:00,365.692
O7094010,2020-10-14 20:15:00,2.827
COUTET,2020-10-14 20:00:00,97.1
O7145220,2020-10-14 20:00:00,1.31
O7041510,2020-10-14 20:00:00,2.96
O7101510,2020-10-14 20:00:00,6.55
O7054010,2020-10-14 20:00:00,0.56
O7074020,2020-10-14 20:00:00,1.07
ENTEDF,2020-10-14 20:00:00,69.3
CAHEDF,2020-10-14 20:00:00,71.6
O7161510_E,2020-10-14 20:00:00,23.2
NAT_O77015,2020-10-14 20:00:00,70.1121
GOUL,2020-10-14 20:00:00,4.46
O6140010,2020-10-14 20:00:00,365.104
O7094010,2020-10-14 20:00:00,2.759
O6140010,2020-10-14 19:45:00,365.104
O7094010,2020-10-14 19:45:00,2.759
O6140010,2020-10-14 19:30:00,365.104
O7094010,2020-10-14 19:30:00,2.759
O6140010,2020-10-14 19:15:00,366.574
O7094010,2020-10-14 19:15:00,2.759
COUTET,2020-10-14 19:00:00,106
O7145220,2020-10-14 19:00:00,1.29
O7041510,2020-10-14 19:00:00,3.04
O7101510,2020-10-14 19:00:00,6.49
O7054010,2020-10-14 19:00:00,0.55
O7074020,2020-10-14 19:00:00,1.01
ENTEDF,2020-10-14 19:00:00,64.6
CAHEDF,2020-10-14 19:00:00,84.9
GOUL,2020-10-14 19:00:00,4.53
O7161510_E,2020-10-14 19:00:00,9.92
NAT_O77015,2020-10-14 19:00:00,69.5901
O6140010,2020-10-14 19:00:00,365.692
O7094010,2020-10-14 19:00:00,2.745
O6140010,2020-10-14 18:45:00,365.692
O7094010,2020-10-14 18:45:00,2.745
O6140010,2020-10-14 18:30:00,365.104
O7094010,2020-10-14 18:30:00,2.745
O6140010,2020-10-14 18:15:00,364.81
O7094010,2020-10-14 18:15:00,2.745
COUTET,2020-10-14 18:00:00,108
O7145220,2020-10-14 18:00:00,1.27
O7041510,2020-10-14 18:00:00,3.02
O7101510,2020-10-14 18:00:00,6.49
O7054010,2020-10-14 18:00:00,0.54
O7074020,2020-10-14 18:00:00,0.97
ENTEDF,2020-10-14 18:00:00,43.1
CAHEDF,2020-10-14 18:00:00,91.6
GOUL,2020-10-14 18:00:00,4.57
O7161510_E,2020-10-14 18:00:00,10.4
NAT_O77015,2020-10-14 18:00:00,70.0129
O6140010,2020-10-14 18:00:00,361.282
O7094010,2020-10-14 18:00:00,2.745
O6140010,2020-10-14 17:45:00,357.46
O7094010,2020-10-14 17:45:00,2.745
O6140010,2020-10-14 17:30:00,357.166
O7094010,2020-10-14 17:30:00,2.745
O6140010,2020-10-14 17:15:00,357.46
O7094010,2020-10-14 17:15:00,2.745
COUTET,2020-10-14 17:00:00,111
O7145220,2020-10-14 17:00:00,1.26
O7041510,2020-10-14 17:00:00,2.97
O7101510,2020-10-14 17:00:00,6.52
O7054010,2020-10-14 17:00:00,0.54
O7074020,2020-10-14 17:00:00,0.9
ENTEDF,2020-10-14 17:00:00,44.6
CAHEDF,2020-10-14 17:00:00,92.6
O7161510_E,2020-10-14 17:00:00,11.2
NAT_O77015,2020-10-14 17:00:00,69.363
GOUL,2020-10-14 17:00:00,4.57
O6140010,2020-10-14 17:00:00,357.166
O7094010,2020-10-14 17:00:00,2.745
O6140010,2020-10-14 16:45:00,357.46
O7094010,2020-10-14 16:45:00,2.759
O6140010,2020-10-14 16:30:00,357.46
O7094010,2020-10-14 16:30:00,2.759
O6140010,2020-10-14 16:15:00,357.166
O7094010,2020-10-14 16:15:00,2.745
COUTET,2020-10-14 16:00:00,111
O7145220,2020-10-14 16:00:00,1.26
O7041510,2020-10-14 16:00:00,2.96
O7101510,2020-10-14 16:00:00,6.49
O7054010,2020-10-14 16:00:00,0.54
O7074020,2020-10-14 16:00:00,0.89
ENTEDF,2020-10-14 16:00:00,45.8
CAHEDF,2020-10-14 16:00:00,97.3
O7161510_E,2020-10-14 16:00:00,17.6
NAT_O77015,2020-10-14 16:00:00,68.9659
GOUL,2020-10-14 16:00:00,4.35
O6140010,2020-10-14 16:00:00,357.46
O7094010,2020-10-14 16:00:00,2.745
O6140010,2020-10-14 15:45:00,357.166
O7094010,2020-10-14 15:45:00,2.718
O6140010,2020-10-14 15:30:00,357.46
O7094010,2020-10-14 15:30:00,2.677
O6140010,2020-10-14 15:15:00,361.282
O7094010,2020-10-14 15:15:00,2.677
COUTET,2020-10-14 15:00:00,109
O7145220,2020-10-14 15:00:00,1.26
O7041510,2020-10-14 15:00:00,2.99
O7101510,2020-10-14 15:00:00,6.52
O7054010,2020-10-14 15:00:00,0.54
O7074020,2020-10-14 15:00:00,0.91
ENTEDF,2020-10-14 15:00:00,47.5
CAHEDF,2020-10-14 15:00:00,102
GOUL,2020-10-14 15:00:00,4.27
O7161510_E,2020-10-14 15:00:00,25.2
NAT_O77015,2020-10-14 15:00:00,68.5196
O6140010,2020-10-14 15:00:00,365.104
O7094010,2020-10-14 15:00:00,2.65
O6140010,2020-10-14 14:45:00,365.104
O7094010,2020-10-14 14:45:00,2.65
O6140010,2020-10-14 14:30:00,365.104
O7094010,2020-10-14 14:30:00,2.65
O6140010,2020-10-14 14:15:00,365.104
O7094010,2020-10-14 14:15:00,2.677
COUTET,2020-10-14 14:00:00,105
O7145220,2020-10-14 14:00:00,1.27
O7041510,2020-10-14 14:00:00,2.89
O7101510,2020-10-14 14:00:00,6.41
O7054010,2020-10-14 14:00:00,0.54
O7074020,2020-10-14 14:00:00,0.95
ENTEDF,2020-10-14 14:00:00,47.8
CAHEDF,2020-10-14 14:00:00,103
GOUL,2020-10-14 14:00:00,4.29
O7161510_E,2020-10-14 14:00:00,25
NAT_O77015,2020-10-14 14:00:00,68.2169
O6140010,2020-10-14 14:00:00,365.104
O7094010,2020-10-14 14:00:00,2.677
O6140010,2020-10-14 13:45:00,361.576
O7094010,2020-10-14 13:45:00,2.65
O6140010,2020-10-14 13:30:00,361.282
O7094010,2020-10-14 13:30:00,2.664
O6140010,2020-10-14 13:15:00,357.46
O7094010,2020-10-14 13:15:00,2.65
COUTET,2020-10-14 13:00:00,100
O7145220,2020-10-14 13:00:00,1.26
O7041510,2020-10-14 13:00:00,2.89
O7101510,2020-10-14 13:00:00,6.38
O7054010,2020-10-14 13:00:00,0.54
O7074020,2020-10-14 13:00:00,0.96
ENTEDF,2020-10-14 13:00:00,47.8
CAHEDF,2020-10-14 13:00:00,99.6
O7161510_E,2020-10-14 13:00:00,25.4
NAT_O77015,2020-10-14 13:00:00,68.3424
GOUL,2020-10-14 13:00:00,4.23
O6140010,2020-10-14 13:00:00,353.05
O7094010,2020-10-14 13:00:00,2.65
O6140010,2020-10-14 12:45:00,353.05
O7094010,2020-10-14 12:45:00,2.65
O6140010,2020-10-14 12:30:00,348.934
O7094010,2020-10-14 12:30:00,2.65
O6140010,2020-10-14 12:15:00,345.7
O7094010,2020-10-14 12:15:00,2.65
COUTET,2020-10-14 12:00:00,98.1
O7145220,2020-10-14 12:00:00,1.26
O7041510,2020-10-14 12:00:00,2.97
O7101510,2020-10-14 12:00:00,6.35
O7054010,2020-10-14 12:00:00,0.54
O7074020,2020-10-14 12:00:00,0.91
ENTEDF,2020-10-14 12:00:00,43.5
CAHEDF,2020-10-14 12:00:00,95.6
O7161510_E,2020-10-14 12:00:00,25
NAT_O77015,2020-10-14 12:00:00,67.6869
O6140010,2020-10-14 12:00:00,337.174
O7094010,2020-10-14 12:00:00,2.65
GOUL,2020-10-14 12:00:00,4.12
O6140010,2020-10-14 11:45:00,332.764
O7094010,2020-10-14 11:45:00,2.65
O6140010,2020-10-14 11:30:00,328.177
O7094010,2020-10-14 11:30:00,2.65
O6140010,2020-10-14 11:15:00,325.61
O7094010,2020-10-14 11:15:00,2.65
COUTET,2020-10-14 11:00:00,100
O7145220,2020-10-14 11:00:00,1.26
O7041510,2020-10-14 11:00:00,3.02
O7101510,2020-10-14 11:00:00,6.35
O7054010,2020-10-14 11:00:00,0.54
O7074020,2020-10-14 11:00:00,0.88
ENTEDF,2020-10-14 11:00:00,29.8
CAHEDF,2020-10-14 11:00:00,95.1
GOUL,2020-10-14 11:00:00,4.06
O7161510_E,2020-10-14 11:00:00,25.2
NAT_O77015,2020-10-14 11:00:00,67.7475
O6140010,2020-10-14 11:00:00,322.017
O7094010,2020-10-14 11:00:00,2.65
O6140010,2020-10-14 10:45:00,323.557
O7094010,2020-10-14 10:45:00,2.65
O6140010,2020-10-14 10:30:00,325.353
O7094010,2020-10-14 10:30:00,2.65
O6140010,2020-10-14 10:15:00,326.637
O7094010,2020-10-14 10:15:00,2.636
COUTET,2020-10-14 10:00:00,93.6
O7145220,2020-10-14 10:00:00,1.26
O7041510,2020-10-14 10:00:00,2.86
O7101510,2020-10-14 10:00:00,6.35
O7054010,2020-10-14 10:00:00,0.54
O7074020,2020-10-14 10:00:00,0.87
ENTEDF,2020-10-14 10:00:00,22.5
CAHEDF,2020-10-14 10:00:00,100
GOUL,2020-10-14 10:00:00,4
O7161510_E,2020-10-14 10:00:00,25.1
NAT_O77015,2020-10-14 10:00:00,68.0625
O6140010,2020-10-14 10:00:00,329.203
O7094010,2020-10-14 10:00:00,2.623
O6140010,2020-10-14 09:45:00,331.882
O7094010,2020-10-14 09:45:00,2.623
O6140010,2020-10-14 09:30:00,333.646
O7094010,2020-10-14 09:30:00,2.555
O6140010,2020-10-14 09:15:00,335.116
O7094010,2020-10-14 09:15:00,2.568
COUTET,2020-10-14 09:00:00,85.4
O7145220,2020-10-14 09:00:00,1.25
O7041510,2020-10-14 09:00:00,2.97
O7101510,2020-10-14 09:00:00,6.35
O7054010,2020-10-14 09:00:00,0.54
O7074020,2020-10-14 09:00:00,0.85
ENTEDF,2020-10-14 09:00:00,28.9
CAHEDF,2020-10-14 09:00:00,102
O7161510_E,2020-10-14 09:00:00,24.9
NAT_O77015,2020-10-14 09:00:00,68.3775
O6140010,2020-10-14 09:00:00,337.174
O7094010,2020-10-14 09:00:00,2.568
GOUL,2020-10-14 09:00:00,3.93
O6140010,2020-10-14 08:45:00,343.054
O7094010,2020-10-14 08:45:00,2.555
O6140010,2020-10-14 08:30:00,348.64
O7094010,2020-10-14 08:30:00,2.568
O6140010,2020-10-14 08:15:00,350.992
O7094010,2020-10-14 08:15:00,2.568
COUTET,2020-10-14 08:00:00,75.6
O7145220,2020-10-14 08:00:00,1.26
O7041510,2020-10-14 08:00:00,2.97
O7101510,2020-10-14 08:00:00,6.35
O7054010,2020-10-14 08:00:00,0.53
O7074020,2020-10-14 08:00:00,0.88
ENTEDF,2020-10-14 08:00:00,19
CAHEDF,2020-10-14 08:00:00,103
O7161510_E,2020-10-14 08:00:00,9.7
NAT_O77015,2020-10-14 08:00:00,68.6925
O6140010,2020-10-14 08:00:00,353.344
O7094010,2020-10-14 08:00:00,2.555
GOUL,2020-10-14 08:00:00,3.89
O6140010,2020-10-14 07:45:00,354.52
O7094010,2020-10-14 07:45:00,2.555
O6140010,2020-10-14 07:30:00,355.99
O7094010,2020-10-14 07:30:00,2.555
O6140010,2020-10-14 07:15:00,356.284
O7094010,2020-10-14 07:15:00,2.582
COUTET,2020-10-14 07:00:00,74
O7145220,2020-10-14 07:00:00,1.25
O7041510,2020-10-14 07:00:00,2.86
O7101510,2020-10-14 07:00:00,6.35
O7054010,2020-10-14 07:00:00,0.53
O7074020,2020-10-14 07:00:00,0.86
ENTEDF,2020-10-14 07:00:00,19.5
CAHEDF,2020-10-14 07:00:00,104
GOUL,2020-10-14 07:00:00,3.86
O7161510_E,2020-10-14 07:00:00,9.8
NAT_O77015,2020-10-14 07:00:00,68.4791
O6140010,2020-10-14 07:00:00,354.814
O7094010,2020-10-14 07:00:00,2.568
O6140010,2020-10-14 06:45:00,353.05
O7094010,2020-10-14 06:45:00,2.555
O6140010,2020-10-14 06:30:00,350.992
O7094010,2020-10-14 06:30:00,2.555
O6140010,2020-10-14 06:15:00,348.934
O7094010,2020-10-14 06:15:00,2.555
COUTET,2020-10-14 06:00:00,76.9
O7145220,2020-10-14 06:00:00,1.25
O7041510,2020-10-14 06:00:00,2.91
O7101510,2020-10-14 06:00:00,6.38
O7054010,2020-10-14 06:00:00,0.53
O7074020,2020-10-14 06:00:00,0.82
ENTEDF,2020-10-14 06:00:00,18.9
CAHEDF,2020-10-14 06:00:00,103
GOUL,2020-10-14 06:00:00,3.82
O7161510_E,2020-10-14 06:00:00,9.89
NAT_O77015,2020-10-14 06:00:00,68.4378
O6140010,2020-10-14 06:00:00,345.112
O7094010,2020-10-14 06:00:00,2.555
O6140010,2020-10-14 05:45:00,337.174
O7094010,2020-10-14 05:45:00,2.555
O6140010,2020-10-14 05:30:00,329.203
O7094010,2020-10-14 05:30:00,2.555
O6140010,2020-10-14 05:15:00,321.503
O7094010,2020-10-14 05:15:00,2.555
COUTET,2020-10-14 05:00:00,77.9
O7145220,2020-10-14 05:00:00,1.25
O7041510,2020-10-14 05:00:00,2.89
O7101510,2020-10-14 05:00:00,6.33
O7054010,2020-10-14 05:00:00,0.53
O7074020,2020-10-14 05:00:00,0.81
ENTEDF,2020-10-14 05:00:00,18.9
CAHEDF,2020-10-14 05:00:00,102
O7161510_E,2020-10-14 05:00:00,9.89
NAT_O77015,2020-10-14 05:00:00,67.9763
O6140010,2020-10-14 05:00:00,315.087
O7094010,2020-10-14 05:00:00,2.555
GOUL,2020-10-14 05:00:00,3.81
O6140010,2020-10-14 04:45:00,310.21
O7094010,2020-10-14 04:45:00,2.555
O6140010,2020-10-14 04:30:00,304.05
O7094010,2020-10-14 04:30:00,2.568
O6140010,2020-10-14 04:15:00,297.12
O7094010,2020-10-14 04:15:00,2.555
COUTET,2020-10-14 04:00:00,85.1
O7145220,2020-10-14 04:00:00,1.25
O7041510,2020-10-14 04:00:00,2.92
O7101510,2020-10-14 04:00:00,6.33
O7054010,2020-10-14 04:00:00,0.53
O7074020,2020-10-14 04:00:00,0.82
ENTEDF,2020-10-14 04:00:00,19.1
CAHEDF,2020-10-14 04:00:00,101
O7161510_E,2020-10-14 04:00:00,9.95
NAT_O77015,2020-10-14 04:00:00,67.8805
O6140010,2020-10-14 04:00:00,291.217
O7094010,2020-10-14 04:00:00,2.568
GOUL,2020-10-14 04:00:00,3.79
O6140010,2020-10-14 03:45:00,282.49
O7094010,2020-10-14 03:45:00,2.568
O6140010,2020-10-14 03:30:00,276.073
O7094010,2020-10-14 03:30:00,2.555
O6140010,2020-10-14 03:15:00,275.56
O7094010,2020-10-14 03:15:00,2.555
COUTET,2020-10-14 03:00:00,90.2
O7145220,2020-10-14 03:00:00,1.24
O7041510,2020-10-14 03:00:00,2.92
O7101510,2020-10-14 03:00:00,6.38
O7054010,2020-10-14 03:00:00,0.53
O7074020,2020-10-14 03:00:00,0.82
ENTEDF,2020-10-14 03:00:00,19.3
CAHEDF,2020-10-14 03:00:00,95.8
GOUL,2020-10-14 03:00:00,3.81
O7161510_E,2020-10-14 03:00:00,9.95
NAT_O77015,2020-10-14 03:00:00,67.6162
O6140010,2020-10-14 03:00:00,275.56
O7094010,2020-10-14 03:00:00,2.555
O6140010,2020-10-14 02:45:00,275.56
O7094010,2020-10-14 02:45:00,2.555
O6140010,2020-10-14 02:30:00,275.56
O7094010,2020-10-14 02:30:00,2.555
O6140010,2020-10-14 02:15:00,275.56
O7094010,2020-10-14 02:15:00,2.555
COUTET,2020-10-14 02:00:00,93.1
O7145220,2020-10-14 02:00:00,1.24
O7041510,2020-10-14 02:00:00,2.89
O7101510,2020-10-14 02:00:00,6.33
O7054010,2020-10-14 02:00:00,0.53
O7074020,2020-10-14 02:00:00,0.8
ENTEDF,2020-10-14 02:00:00,20.3
CAHEDF,2020-10-14 02:00:00,91.1
GOUL,2020-10-14 02:00:00,3.82
O7161510_E,2020-10-14 02:00:00,10
NAT_O77015,2020-10-14 02:00:00,66.7889
O6140010,2020-10-14 02:00:00,275.817
O7094010,2020-10-14 02:00:00,2.555
O6140010,2020-10-14 01:45:00,275.817
O7094010,2020-10-14 01:45:00,2.555
O6140010,2020-10-14 01:30:00,275.817
O7094010,2020-10-14 01:30:00,2.555
O6140010,2020-10-14 01:15:00,275.817
O7094010,2020-10-14 01:15:00,2.555
COUTET,2020-10-14 01:00:00,115
O7145220,2020-10-14 01:00:00,1.23
O7041510,2020-10-14 01:00:00,2.89
O7101510,2020-10-14 01:00:00,6.33
O7054010,2020-10-14 01:00:00,0.53
O7074020,2020-10-14 01:00:00,0.8
ENTEDF,2020-10-14 01:00:00,23.6
CAHEDF,2020-10-14 01:00:00,83.2
O7161510_E,2020-10-14 01:00:00,10.4
NAT_O77015,2020-10-14 01:00:00,65.0651
GOUL,2020-10-14 01:00:00,3.82
O6140010,2020-10-14 01:00:00,275.817
O7094010,2020-10-14 01:00:00,2.487
O6140010,2020-10-14 00:45:00,275.56
O7094010,2020-10-14 00:45:00,2.555
O6140010,2020-10-14 00:30:00,275.56
O7094010,2020-10-14 00:30:00,2.568
O6140010,2020-10-14 00:15:00,275.817
O7094010,2020-10-14 00:15:00,2.568
COUTET,2020-10-14 00:00:00,115
O7145220,2020-10-14 00:00:00,1.22
O7041510,2020-10-14 00:00:00,2.92
O7101510,2020-10-14 00:00:00,6.3
O7054010,2020-10-14 00:00:00,0.53
O7074020,2020-10-14 00:00:00,0.81
ENTEDF,2020-10-14 00:00:00,32.1
CAHEDF,2020-10-14 00:00:00,75.8
O7161510_E,2020-10-14 00:00:00,11.1
NAT_O77015,2020-10-14 00:00:00,63.2476
GOUL,2020-10-14 00:00:00,3.81
O6140010,2020-10-14 00:00:00,275.817
O7094010,2020-10-14 00:00:00,2.582
O6140010,2020-10-13 23:45:00,277.357
O7094010,2020-10-13 23:45:00,2.596
O6140010,2020-10-13 23:30:00,279.41
O7094010,2020-10-13 23:30:00,2.623
O6140010,2020-10-13 23:15:00,279.923
O7094010,2020-10-13 23:15:00,2.582
COUTET,2020-10-13 23:00:00,115
O7145220,2020-10-13 23:00:00,1.21
O7041510,2020-10-13 23:00:00,2.96
O7101510,2020-10-13 23:00:00,6.27
O7054010,2020-10-13 23:00:00,0.52
O7074020,2020-10-13 23:00:00,0.82
ENTEDF,2020-10-13 23:00:00,43.5
CAHEDF,2020-10-13 23:00:00,70.9
GOUL,2020-10-13 23:00:00,3.81
O7161510_E,2020-10-13 23:00:00,14.6
NAT_O77015,2020-10-13 23:00:00,61.5455
O6140010,2020-10-13 23:00:00,283.003
O7094010,2020-10-13 23:00:00,2.609
O6140010,2020-10-13 22:45:00,286.853
O7094010,2020-10-13 22:45:00,2.568
O6140010,2020-10-13 22:30:00,290.703
O7094010,2020-10-13 22:30:00,2.555
O6140010,2020-10-13 22:15:00,291.987
O7094010,2020-10-13 22:15:00,2.555
COUTET,2020-10-13 22:00:00,115
O7145220,2020-10-13 22:00:00,1.19
O7041510,2020-10-13 22:00:00,2.89
O7101510,2020-10-13 22:00:00,6.24
O7054010,2020-10-13 22:00:00,0.52
O7074020,2020-10-13 22:00:00,0.83
ENTEDF,2020-10-13 22:00:00,44.2
CAHEDF,2020-10-13 22:00:00,69.6
GOUL,2020-10-13 22:00:00,3.81
O7161510_E,2020-10-13 22:00:00,23.1
NAT_O77015,2020-10-13 22:00:00,59.8648
O6140010,2020-10-13 22:00:00,290.96
O7094010,2020-10-13 22:00:00,2.555
O6140010,2020-10-13 21:45:00,294.04
O7094010,2020-10-13 21:45:00,2.555
O6140010,2020-10-13 21:30:00,297.12
O7094010,2020-10-13 21:30:00,2.555
O6140010,2020-10-13 21:15:00,300.457
O7094010,2020-10-13 21:15:00,2.555
COUTET,2020-10-13 21:00:00,115
O7145220,2020-10-13 21:00:00,1.18
O7041510,2020-10-13 21:00:00,2.99
O7101510,2020-10-13 21:00:00,6.27
O7054010,2020-10-13 21:00:00,0.52
O7074020,2020-10-13 21:00:00,0.81
ENTEDF,2020-10-13 21:00:00,49.7
CAHEDF,2020-10-13 21:00:00,68.5
O7161510_E,2020-10-13 21:00:00,30.1
NAT_O77015,2020-10-13 21:00:00,59.6261
O6140010,2020-10-13 21:00:00,300.97
O7094010,2020-10-13 21:00:00,2.555
GOUL,2020-10-13 21:00:00,3.74
O6140010,2020-10-13 20:45:00,303.023
O7094010,2020-10-13 20:45:00,2.555
O6140010,2020-10-13 20:30:00,304.05
O7094010,2020-10-13 20:30:00,2.555
O6140010,2020-10-13 20:15:00,307.643
O7094010,2020-10-13 20:15:00,2.555
COUTET,2020-10-13 20:00:00,115
O7145220,2020-10-13 20:00:00,1.15
O7041510,2020-10-13 20:00:00,3.02
O7101510,2020-10-13 20:00:00,6.33
O7054010,2020-10-13 20:00:00,0.52
O7074020,2020-10-13 20:00:00,0.87
ENTEDF,2020-10-13 20:00:00,70.1
CAHEDF,2020-10-13 20:00:00,69.6
O7161510_E,2020-10-13 20:00:00,52.4
NAT_O77015,2020-10-13 20:00:00,58.4203
O6140010,2020-10-13 20:00:00,310.723
O7094010,2020-10-13 20:00:00,2.514
GOUL,2020-10-13 20:00:00,3.7
O6140010,2020-10-13 19:45:00,311.493
O7094010,2020-10-13 19:45:00,2.555
O6140010,2020-10-13 19:30:00,311.493
O7094010,2020-10-13 19:30:00,2.487
O6140010,2020-10-13 19:15:00,311.493
O7094010,2020-10-13 19:15:00,2.473
COUTET,2020-10-13 19:00:00,115
O7145220,2020-10-13 19:00:00,1.13
O7041510,2020-10-13 19:00:00,2.91
O7101510,2020-10-13 19:00:00,6.33
O7054010,2020-10-13 19:00:00,0.52
O7074020,2020-10-13 19:00:00,0.84
ENTEDF,2020-10-13 19:00:00,93.4
CAHEDF,2020-10-13 19:00:00,78.8
GOUL,2020-10-13 19:00:00,3.65
O7161510_E,2020-10-13 19:00:00,54.7
NAT_O77015,2020-10-13 19:00:00,57.4223
O6140010,2020-10-13 19:00:00,311.493
O7094010,2020-10-13 19:00:00,2.473
O6140010,2020-10-13 18:45:00,314.573
O7094010,2020-10-13 18:45:00,2.5
O6140010,2020-10-13 18:30:00,315.087
O7094010,2020-10-13 18:30:00,2.555
O6140010,2020-10-13 18:15:00,318.167
O7094010,2020-10-13 18:15:00,2.5
COUTET,2020-10-13 18:00:00,115
O7145220,2020-10-13 18:00:00,1.12
O7041510,2020-10-13 18:00:00,2.96
O7101510,2020-10-13 18:00:00,6.27
O7054010,2020-10-13 18:00:00,0.52
O7074020,2020-10-13 18:00:00,0.84
ENTEDF,2020-10-13 18:00:00,85.1
CAHEDF,2020-10-13 18:00:00,92.1
GOUL,2020-10-13 18:00:00,3.64
O7161510_E,2020-10-13 18:00:00,24.6
NAT_O77015,2020-10-13 18:00:00,57.4501
O6140010,2020-10-13 18:00:00,317.14
O7094010,2020-10-13 18:00:00,2.541
O6140010,2020-10-13 17:45:00,317.653
O7094010,2020-10-13 17:45:00,2.555
O6140010,2020-10-13 17:30:00,317.91
O7094010,2020-10-13 17:30:00,2.555
O6140010,2020-10-13 17:15:00,318.167
O7094010,2020-10-13 17:15:00,2.568
COUTET,2020-10-13 17:00:00,116
O7145220,2020-10-13 17:00:00,1.12
O7041510,2020-10-13 17:00:00,2.92
O7101510,2020-10-13 17:00:00,6.3
O7054010,2020-10-13 17:00:00,0.52
O7074020,2020-10-13 17:00:00,0.82
ENTEDF,2020-10-13 17:00:00,68.2
CAHEDF,2020-10-13 17:00:00,104
O7161510_E,2020-10-13 17:00:00,24.6
NAT_O77015,2020-10-13 17:00:00,56.9998
O6140010,2020-10-13 17:00:00,318.167
O7094010,2020-10-13 17:00:00,2.555
GOUL,2020-10-13 17:00:00,3.55
O6140010,2020-10-13 16:45:00,318.423
O7094010,2020-10-13 16:45:00,2.555
O6140010,2020-10-13 16:30:00,318.167
O7094010,2020-10-13 16:30:00,2.555
O6140010,2020-10-13 16:15:00,318.167
O7094010,2020-10-13 16:15:00,2.555
COUTET,2020-10-13 16:00:00,116
O7145220,2020-10-13 16:00:00,1.1
O7041510,2020-10-13 16:00:00,2.89
O7101510,2020-10-13 16:00:00,6.33
O7054010,2020-10-13 16:00:00,0.52
O7074020,2020-10-13 16:00:00,0.81
ENTEDF,2020-10-13 16:00:00,62.3
CAHEDF,2020-10-13 16:00:00,110
O7161510_E,2020-10-13 16:00:00,24.7
NAT_O77015,2020-10-13 16:00:00,56.4849
O6140010,2020-10-13 16:00:00,318.423
O7094010,2020-10-13 16:00:00,2.555
GOUL,2020-10-13 16:00:00,3.52
O6140010,2020-10-13 15:45:00,322.017
O7094010,2020-10-13 15:45:00,2.555
O6140010,2020-10-13 15:30:00,325.353
O7094010,2020-10-13 15:30:00,2.555
O6140010,2020-10-13 15:15:00,329.203
O7094010,2020-10-13 15:15:00,2.555
COUTET,2020-10-13 15:00:00,115
O7145220,2020-10-13 15:00:00,1.1
O7041510,2020-10-13 15:00:00,2.92
O7101510,2020-10-13 15:00:00,6.33
O7054010,2020-10-13 15:00:00,0.52
O7074020,2020-10-13 15:00:00,0.77
ENTEDF,2020-10-13 15:00:00,63.8
CAHEDF,2020-10-13 15:00:00,115
GOUL,2020-10-13 15:00:00,3.52
O7161510_E,2020-10-13 15:00:00,24.7
