code_station,date,debit
O7101510,2020-10-08,10.7970833333333
TRUY_VIR,2020-10-08,44.98290625
O7094010,2020-10-08,4.32665625
O8133520,2020-10-08,43.39003125
O8231530,2020-10-08,258.452364583333
O7701540,2020-10-08,107.870895833333
O7971510,2020-10-08,154.936166666667
O7874010,2020-10-08,17.8114895833333
O7944020,2020-10-08,1.5895
O8113520,2020-10-08,16.0187395833333
O8255010,2020-10-08,3.25428125
O8344020,2020-10-08,0.250291666666666
O7191510,2020-10-08,62.8879895833334
O6140010,2020-10-08,399.9105
O9000010,2020-10-08,773.436916666667
O8661520,2020-10-08,414.04025
O7234030,2020-10-08,1.2434375
O8394310,2020-10-08,1.04
O7001510,2020-10-08,1.12
O7015810,2020-10-08,0.734
O7021530,2020-10-08,2.82
O7035010,2020-10-08,0.757
O7085010,2020-10-08,0.955
O7825010,2020-10-08,1.93
O8584010,2020-10-08,1.99
O7041510,2020-10-07,6.01333333333333
O7145220,2020-10-07,6.88958333333333
O7272510,2020-10-07,7.6475
O7354010,2020-10-07,2.33416666666667
O7444010,2020-10-07,25.1583333333333
O7635010,2020-10-07,9.785
O7054010,2020-10-07,0.80125
O7074020,2020-10-07,1.75625
COUTET,2020-10-07,272.458333333333
CAHEDF,2020-10-07,321.541666666667
ENTEDF,2020-10-07,156.166666666667
O7161510_E,2020-10-07,71.1833333333333
GOUL,2020-10-07,12.75875
NAT_O77015,2020-10-07,210.540133333333
O7202510,2020-10-07,1.87102777777778
O7234010,2020-10-07,1.54443055555555
O7410401,2020-10-07,10.9503819444444
O8264010,2020-10-07,9.07231944444445
O7434010,2020-10-07,1.30263888888889
O7515510,2020-10-07,0.398555555555555
O7535010,2020-10-07,3.31038194444444
O7234030,2020-10-07,1.611375
O7101510,2020-10-07,14.9166666666667
O7245010,2020-10-07,0.469888888888889
O7265010,2020-10-07,0.503729166666666
O7094010,2020-10-07,7.39532291666666
O8113520,2020-10-07,29.0815104166667
O6140010,2020-10-07,281.886177083333
O9000010,2020-10-07,531.379083333333
TRUY_VIR,2020-10-07,59.105
O8133520,2020-10-07,83.4319375
O8231530,2020-10-07,317.429552083333
O7701540,2020-10-07,148.565822916667
O7971510,2020-10-07,221.109333333333
O7874010,2020-10-07,34.7576041666667
O7944020,2020-10-07,3.93833333333333
O8255010,2020-10-07,6.9168125
O8344020,2020-10-07,0.322416666666667
O7191510,2020-10-07,89.4608229166667
O8661520,2020-10-07,305.73615625
O8394310,2020-10-07,1.66
O7001510,2020-10-07,1.3
O7015810,2020-10-07,0.978
O7021530,2020-10-07,3.41
O7035010,2020-10-07,0.917
O7085010,2020-10-07,1.17
O8584010,2020-10-07,4
O7825010,2020-10-07,2.78
O7041510,2020-10-06,5.83041666666667
O7145220,2020-10-06,6.22666666666667
O7272510,2020-10-06,5.75041666666667
O7354010,2020-10-06,2.65833333333333
O7444010,2020-10-06,19.0291666666667
O7635010,2020-10-06,11.8433333333333
O7054010,2020-10-06,0.813333333333333
O7074020,2020-10-06,2.34375
COUTET,2020-10-06,225.583333333333
CAHEDF,2020-10-06,208.791666666667
ENTEDF,2020-10-06,104.7875
O7161510_E,2020-10-06,36.1958333333333
GOUL,2020-10-06,13.5625
NAT_O77015,2020-10-06,194.262966666667
O7202510,2020-10-06,2.01929861111111
O7234010,2020-10-06,1.79314583333333
O7245010,2020-10-06,0.490652777777778
O7410401,2020-10-06,10.6955069444444
O8264010,2020-10-06,8.78477083333334
O7434010,2020-10-06,1.52447916666667
O7515510,2020-10-06,0.465423611111111
O7535010,2020-10-06,4.27435416666667
O7234030,2020-10-06,1.76714583333333
O7101510,2020-10-06,14.925
O7265010,2020-10-06,0.529465277777778
O7094010,2020-10-06,7.65126041666667
O8113520,2020-10-06,22.1390104166667
O6140010,2020-10-06,231.665208333333
O9000010,2020-10-06,547.798770833334
TRUY_VIR,2020-10-06,77.49015625
O8133520,2020-10-06,42.682125
O8231530,2020-10-06,197.075572916667
O7701540,2020-10-06,110.88978125
O7971510,2020-10-06,135.759770833333
O7874010,2020-10-06,20.3272291666667
O7944020,2020-10-06,3.39238541666667
O8255010,2020-10-06,3.96825
O8344020,2020-10-06,0.24128125
O7191510,2020-10-06,33.399625
O8661520,2020-10-06,278.898104166667
O7001510,2020-10-06,1.23
O7015810,2020-10-06,1.01
O7021530,2020-10-06,3.34
O7035010,2020-10-06,0.831
O7085010,2020-10-06,1.31
O7825010,2020-10-06,1.73
O8394310,2020-10-06,1.43
O8584010,2020-10-06,1.54
O7041510,2020-10-05,8.2625
O7145220,2020-10-05,5.73916666666667
O7272510,2020-10-05,8.82666666666667
O7354010,2020-10-05,3.19958333333333
O7444010,2020-10-05,28.325
O7635010,2020-10-05,10.0425
O7054010,2020-10-05,1.26125
O7074020,2020-10-05,3.57208333333333
COUTET,2020-10-05,283.125
CAHEDF,2020-10-05,280.791666666667
ENTEDF,2020-10-05,120.395833333333
O7161510_E,2020-10-05,34.825
GOUL,2020-10-05,11.7083333333333
NAT_O77015,2020-10-05,242.011025
O7202510,2020-10-05,1.07247222222222
O7245010,2020-10-05,0.646506944444444
O7265010,2020-10-05,0.659256944444445
O7410401,2020-10-05,12.6787361111111
O8264010,2020-10-05,7.06302777777778
O7434010,2020-10-05,1.72409722222222
O7515510,2020-10-05,0.497798611111111
O7535010,2020-10-05,3.96727777777778
O7101510,2020-10-05,20.3125
O7234010,2020-10-05,2.56155555555556
O7094010,2020-10-05,10.9004166666667
O8113520,2020-10-05,17.929375
O6140010,2020-10-05,268.613322916667
O9000010,2020-10-05,655.682770833333
TRUY_VIR,2020-10-05,85.3774270833333
O8133520,2020-10-05,59.4425416666667
O8231530,2020-10-05,270.48884375
O7701540,2020-10-05,128.840322916667
O7971510,2020-10-05,171.573916666667
O7874010,2020-10-05,17.0524479166667
O7944020,2020-10-05,1.7574375
O8255010,2020-10-05,2.97092708333333
O8344020,2020-10-05,0.24703125
O7191510,2020-10-05,43.4628958333333
O8661520,2020-10-05,355.773677083334
O7234030,2020-10-05,2.71475694444444
O8394310,2020-10-05,1.12
O7001510,2020-10-05,1.36
O7015810,2020-10-05,1.51
O7021530,2020-10-05,4.3
O7035010,2020-10-05,1.09
O7085010,2020-10-05,1.63
O8584010,2020-10-05,2.45
O7825010,2020-10-05,1.85
O7041510,2020-10-04,8.36916666666667
O7145220,2020-10-04,8.15458333333333
O7272510,2020-10-04,10.7233333333333
O7354010,2020-10-04,4.9275
O7444010,2020-10-04,39.9833333333333
O7635010,2020-10-04,11.925
O7054010,2020-10-04,1.61583333333333
O7074020,2020-10-04,4.53583333333333
COUTET,2020-10-04,224.416666666667
CAHEDF,2020-10-04,269.916666666667
ENTEDF,2020-10-04,153.1625
O7161510_E,2020-10-04,59.2
GOUL,2020-10-04,15.1291666666667
NAT_O77015,2020-10-04,311.455375
O7202510,2020-10-04,1.40102777777778
O7234010,2020-10-04,2.9275625
O7245010,2020-10-04,1.08788194444444
O7265010,2020-10-04,1.07263888888889
O7410401,2020-10-04,19.5354444444444
O8264010,2020-10-04,10.0937361111111
O7434010,2020-10-04,2.48511111111111
O7515510,2020-10-04,0.708729166666666
O7535010,2020-10-04,4.21879861111111
O7234030,2020-10-04,3.10876388888889
O7101510,2020-10-04,22.5875
O7094010,2020-10-04,15.6595208333333
O8113520,2020-10-04,27.0194166666667
O6140010,2020-10-04,284.8214375
O9000010,2020-10-04,580.268666666667
TRUY_VIR,2020-10-04,90.8205729166667
O8133520,2020-10-04,82.6150208333333
O8231530,2020-10-04,261.766729166667
O7701540,2020-10-04,159.28609375
O7971510,2020-10-04,177.1784375
O7874010,2020-10-04,18.4172395833333
O7944020,2020-10-04,2.72002083333333
O8255010,2020-10-04,3.06626041666667
O8344020,2020-10-04,0.286604166666666
O7191510,2020-10-04,68.4655208333333
O8661520,2020-10-04,271.4994375
O7001510,2020-10-04,1.91
O7015810,2020-10-04,2.25
O7021530,2020-10-04,4.68
O7035010,2020-10-04,1.19
O7085010,2020-10-04,1.68
O7825010,2020-10-04,1.83
O8394310,2020-10-04,1.16
O8584010,2020-10-04,2.61
O7202510,2020-10-03,1.0823125
O7234010,2020-10-03,1.83480555555555
O7245010,2020-10-03,0.815555555555554
O7265010,2020-10-03,0.820277777777778
O7410401,2020-10-03,9.94836805555556
O7434010,2020-10-03,1.07959722222222
O7515510,2020-10-03,0.517854166666667
O7535010,2020-10-03,3.65997916666667
O7041510,2020-10-03,3.64916666666667
O7145220,2020-10-03,5.34791666666667
O7272510,2020-10-03,7.93583333333333
O7354010,2020-10-03,2.71041666666667
O7444010,2020-10-03,12.7870833333333
O7635010,2020-10-03,8.07833333333333
O7054010,2020-10-03,1.18625
O7074020,2020-10-03,2.64791666666667
COUTET,2020-10-03,155.041666666667
CAHEDF,2020-10-03,177.791666666667
ENTEDF,2020-10-03,103.379166666667
O7161510_E,2020-10-03,37.3125
NAT_O77015,2020-10-03,131.571395833333
O7101510,2020-10-03,10.1570833333333
O8264010,2020-10-03,8.74261805555556
GOUL,2020-10-03,10.14875
O7094010,2020-10-03,7.58092708333333
O8133520,2020-10-03,45.57553125
O8231530,2020-10-03,170.39975
O7701540,2020-10-03,115.890729166667
O7971510,2020-10-03,114.293010416667
O7874010,2020-10-03,15.70625
O7944020,2020-10-03,1.65033333333333
O8113520,2020-10-03,18.3385625
O8255010,2020-10-03,1.66173958333333
O8344020,2020-10-03,0.251229166666667
O7191510,2020-10-03,37.6360208333333
O6140010,2020-10-03,227.14115625
O9000010,2020-10-03,367.902364583333
O8661520,2020-10-03,168.118802083333
TRUY_VIR,2020-10-03,78.2547083333333
O7234030,2020-10-03,1.90336805555556
O7001510,2020-10-03,1.31
O7015810,2020-10-03,1.3
O7021530,2020-10-03,2.37
O7035010,2020-10-03,0.822
O7085010,2020-10-03,0.806
O7825010,2020-10-03,1.77
O8394310,2020-10-03,1.11
O8584010,2020-10-03,1.2
O7041510,2020-10-02,1.595
O7145220,2020-10-02,0.880833333333333
O7272510,2020-10-02,3.505
O7354010,2020-10-02,1.98208333333333
O7444010,2020-10-02,2.63583333333333
O7635010,2020-10-02,3.27916666666667
O7054010,2020-10-02,0.4525
O7074020,2020-10-02,1.44416666666667
COUTET,2020-10-02,78.3291666666667
CAHEDF,2020-10-02,85.3625
ENTEDF,2020-10-02,84.6666666666667
O7161510_E,2020-10-02,10.63
NAT_O77015,2020-10-02,40.3693166666667
O7101510,2020-10-02,3.59666666666667
GOUL,2020-10-02,4.39916666666667
O7094010,2020-10-02,2.47471875
O8113520,2020-10-02,9.39303125
O6140010,2020-10-02,159.70671875
O9000010,2020-10-02,262.732052083333
TRUY_VIR,2020-10-02,84.45428125
O8133520,2020-10-02,13.7607604166667
O8231530,2020-10-02,83.5809583333333
O7701540,2020-10-02,94.88375
O7971510,2020-10-02,104.3499375
O7874010,2020-10-02,7.38809375
O7944020,2020-10-02,2.21789583333333
O8255010,2020-10-02,0.4014375
O8344020,2020-10-02,0.183354166666667
O7191510,2020-10-02,10.42946875
O8661520,2020-10-02,88.6426145833334
O7202510,2020-10-02,0.588808333333333
O7234010,2020-10-02,1.18036111111111
O7245010,2020-10-02,0.824680555555556
O7265010,2020-10-02,0.787189393939394
O7410401,2020-10-02,1.95093181818182
O8264010,2020-10-02,4.78127083333333
O7434010,2020-10-02,0.548986111111111
O7515510,2020-10-02,0.47975
O7535010,2020-10-02,1.51338194444444
O7234030,2020-10-02,0.97975
O7001510,2020-10-02,0.629
O7015810,2020-10-02,0.243
O7021530,2020-10-02,0.943
O7035010,2020-10-02,0.442
O7085010,2020-10-02,0.205
O7825010,2020-10-02,0.801
O8394310,2020-10-02,0.812
O8584010,2020-10-02,0.315
O7041510,2020-10-01,1.1825
O7145220,2020-10-01,0.008888888888889
O7272510,2020-10-01,1.45041666666667
O7354010,2020-10-01,0.43875
O7444010,2020-10-01,1.16875
O7635010,2020-10-01,0.445
O7054010,2020-10-01,0.250833333333333
O7074020,2020-10-01,0.602083333333333
COUTET,2020-10-01,86.225
CAHEDF,2020-10-01,80.3416666666667
ENTEDF,2020-10-01,59.8375
O7161510_E,2020-10-01,11.98375
NAT_O77015,2020-10-01,15.5039833333333
O7101510,2020-10-01,2.66416666666667
GOUL,2020-10-01,0.79125
TRUY_VIR,2020-10-01,60.8052916666667
O7094010,2020-10-01,1.049875
O8133520,2020-10-01,5.27613541666667
O8231530,2020-10-01,75.176125
O7701540,2020-10-01,68.6902708333333
O7971510,2020-10-01,60.159625
O7874010,2020-10-01,2.23334375
O7944020,2020-10-01,0.222989583333333
O8113520,2020-10-01,2.11067708333333
O8255010,2020-10-01,0.0773125
O8344020,2020-10-01,0.119229166666667
O7191510,2020-10-01,7.88497916666667
O6140010,2020-10-01,166.99109375
O9000010,2020-10-01,292.23659375
O8661520,2020-10-01,96.1989895833334
O8394310,2020-10-01,0.367
O7825010,2020-10-01,0.53
O7001510,2020-10-01,0.363
O7015810,2020-10-01,0.086
O7021530,2020-10-01,0.668
O7035010,2020-10-01,0.318
O7085010,2020-10-01,0.122
O8584010,2020-10-01,0.19
O7234010,2020-10-01,0.347854166666667
O7245010,2020-10-01,0.134909722222222
O8264010,2020-10-01,0.976319444444444
O7434010,2020-10-01,0.236069444444445
O7515510,2020-10-01,0.198569444444444
O7535010,2020-10-01,0.3403125
O7234030,2020-10-01,0.321347222222222
O7234010,2020-09-30,0.430972222222222
O7245010,2020-09-30,0.155833333333333
O8264010,2020-09-30,0.996854166666666
O7434010,2020-09-30,0.242159722222222
O7515510,2020-09-30,0.173659722222222
O7535010,2020-09-30,0.300256944444445
O7041510,2020-09-30,1.28125
O7145220,2020-09-30,0.049583333333333
O7272510,2020-09-30,1.77916666666667
O7354010,2020-09-30,0.466666666666667
O7444010,2020-09-30,1.39333333333333
O7635010,2020-09-30,0.46125
O7054010,2020-09-30,0.27875
O7074020,2020-09-30,0.6425
COUTET,2020-09-30,84.325
CAHEDF,2020-09-30,80.8291666666667
ENTEDF,2020-09-30,66.5958333333334
O7161510_E,2020-09-30,5.1275
NAT_O77015,2020-09-30,17.6377041666667
O7101510,2020-09-30,3.01708333333333
GOUL,2020-09-30,0.877916666666667
TRUY_VIR,2020-09-30,72.4954583333333
O7094010,2020-09-30,1.13860416666666
O8133520,2020-09-30,7.24090625
O8231530,2020-09-30,75.4942083333333
O7701540,2020-09-30,75.7722708333333
O7971510,2020-09-30,78.0903333333333
O7874010,2020-09-30,3.23722916666666
O8113520,2020-09-30,2.4295625
O8255010,2020-09-30,0.079125
O8344020,2020-09-30,0.115
O7191510,2020-09-30,3.2768125
O6140010,2020-09-30,221.44653125
O9000010,2020-09-30,330.1500625
O8661520,2020-09-30,93.1080833333333
O7944020,2020-09-30,0.208510416666667
O8394310,2020-09-30,0.33
O7001510,2020-09-30,0.394
O7015810,2020-09-30,0.113
O7021530,2020-09-30,0.732
O7035010,2020-09-30,0.337
O7085010,2020-09-30,0.14
O7825010,2020-09-30,0.651
O8584010,2020-09-30,0.183
O7234030,2020-09-30,0.376826388888889
O7202510,2020-09-29,0.378114754098361
O7245010,2020-09-29,0.228201388888889
O7265010,2020-09-29,0.350754098360656
O7410401,2020-09-29,1.08377551020408
O8264010,2020-09-29,1.34668055555556
O7434010,2020-09-29,0.270993055555556
O7515510,2020-09-29,0.191319444444444
O7535010,2020-09-29,0.359777777777778
O7041510,2020-09-29,1.46125
O7145220,2020-09-29,0.294166666666667
O7272510,2020-09-29,2.455
O7354010,2020-09-29,0.641666666666667
O7444010,2020-09-29,2.01666666666667
O7635010,2020-09-29,0.667083333333333
O7054010,2020-09-29,0.3525
O7074020,2020-09-29,0.72375
COUTET,2020-09-29,92.0791666666667
CAHEDF,2020-09-29,98.3166666666667
ENTEDF,2020-09-29,61.575
O7161510_E,2020-09-29,6.20625
NAT_O77015,2020-09-29,22.8623125
O7101510,2020-09-29,3.45791666666667
O7234010,2020-09-29,0.563895833333334
GOUL,2020-09-29,1.2975
O7094010,2020-09-29,1.27914583333333
O8113520,2020-09-29,3.86775
O6140010,2020-09-29,227.49125
O9000010,2020-09-29,349.962770833333
TRUY_VIR,2020-09-29,66.1196770833333
